[run.py]: [INFO] [2021-06-05 17:46:51] line:17-->>开始执行web自动化测试
[browser_init.py]: [INFO] [2021-06-05 17:46:56] line:56-->>在localhost使用chrome执行
[test_register.py]: [INFO] [2021-06-05 17:46:57] line:24-->>开始执行TestZc测试
[browser_init.py]: [INFO] [2021-06-05 17:47:10] line:86-->>开始等待页面元素<('xpath', '/html/body/div[6]/div/div[1]/div[2]/a[2]')>是否可见！
[browser_init.py]: [INFO] [2021-06-05 17:47:10] line:97-->>页面元素<('xpath', '/html/body/div[6]/div/div[1]/div[2]/a[2]')>可见，等待时间：0.021秒!
[browser_init.py]: [INFO] [2021-06-05 17:47:10] line:124-->>点击<('xpath', '/html/body/div[6]/div/div[1]/div[2]/a[2]')>
[browser_init.py]: [INFO] [2021-06-05 17:47:11] line:86-->>开始等待页面元素<('xpath', '/html/body/div[4]/div/div/div/div[2]/div/div/div[1]/form/div[1]/input')>是否可见！
[browser_init.py]: [INFO] [2021-06-05 17:47:11] line:97-->>页面元素<('xpath', '/html/body/div[4]/div/div/div/div[2]/div/div/div[1]/form/div[1]/input')>可见，等待时间：0.025秒!
[browser_init.py]: [INFO] [2021-06-05 17:47:11] line:108-->>在<('xpath', '/html/body/div[4]/div/div/div/div[2]/div/div/div[1]/form/div[1]/input')>输入<mik_73>
[browser_init.py]: [INFO] [2021-06-05 17:47:11] line:86-->>开始等待页面元素<('xpath', '/html/body/div[4]/div/div/div/div[2]/div/div/div[1]/form/div[2]/div/input')>是否可见！
[browser_init.py]: [INFO] [2021-06-05 17:47:11] line:97-->>页面元素<('xpath', '/html/body/div[4]/div/div/div/div[2]/div/div/div[1]/form/div[2]/div/input')>可见，等待时间：0.017秒!
[browser_init.py]: [INFO] [2021-06-05 17:47:11] line:108-->>在<('xpath', '/html/body/div[4]/div/div/div/div[2]/div/div/div[1]/form/div[2]/div/input')>输入<123456>
[browser_init.py]: [INFO] [2021-06-05 17:47:11] line:86-->>开始等待页面元素<('xpath', '/html/body/div[4]/div/div/div/div[2]/div/div/div[1]/form/div[2]/div/input')>是否可见！
[browser_init.py]: [INFO] [2021-06-05 17:47:11] line:97-->>页面元素<('xpath', '/html/body/div[4]/div/div/div/div[2]/div/div/div[1]/form/div[2]/div/input')>可见，等待时间：0.013秒!
[browser_init.py]: [INFO] [2021-06-05 17:47:11] line:140-->>点击<('xpath', '/html/body/div[4]/div/div/div/div[2]/div/div/div[1]/form/div[2]/div/input')>提交
[browser_init.py]: [INFO] [2021-06-05 17:47:11] line:86-->>开始等待页面元素<('xpath', '/html/body/div[2]/div/ul[1]/div/div/em[2]')>是否可见！
[browser_init.py]: [ERROR] [2021-06-05 17:47:22] line:92-->>等待页面元素<('xpath', '/html/body/div[2]/div/ul[1]/div/div/em[2]')>10秒失败！
[browser_init.py]: [INFO] [2021-06-05 17:47:22] line:258-->>截屏成功,图片路径为E:\My_code\AutoTest\imgs\2021-06-05-17-47-22.png
[browser_init.py]: [INFO] [2021-06-05 17:47:25] line:86-->>开始等待页面元素<('xpath', '/html/body/div[6]/div/div[1]/div[2]/a[2]')>是否可见！
[browser_init.py]: [INFO] [2021-06-05 17:47:25] line:97-->>页面元素<('xpath', '/html/body/div[6]/div/div[1]/div[2]/a[2]')>可见，等待时间：0.117秒!
[browser_init.py]: [INFO] [2021-06-05 17:47:25] line:124-->>点击<('xpath', '/html/body/div[6]/div/div[1]/div[2]/a[2]')>
[browser_init.py]: [INFO] [2021-06-05 17:47:26] line:86-->>开始等待页面元素<('xpath', '/html/body/div[4]/div/div/div/div[2]/div/div/div[1]/form/div[1]/input')>是否可见！
[browser_init.py]: [INFO] [2021-06-05 17:47:26] line:97-->>页面元素<('xpath', '/html/body/div[4]/div/div/div/div[2]/div/div/div[1]/form/div[1]/input')>可见，等待时间：0.176秒!
[browser_init.py]: [INFO] [2021-06-05 17:47:26] line:108-->>在<('xpath', '/html/body/div[4]/div/div/div/div[2]/div/div/div[1]/form/div[1]/input')>输入<mik_73>
[browser_init.py]: [INFO] [2021-06-05 17:47:26] line:86-->>开始等待页面元素<('xpath', '/html/body/div[4]/div/div/div/div[2]/div/div/div[1]/form/div[2]/div/input')>是否可见！
[browser_init.py]: [INFO] [2021-06-05 17:47:26] line:97-->>页面元素<('xpath', '/html/body/div[4]/div/div/div/div[2]/div/div/div[1]/form/div[2]/div/input')>可见，等待时间：0.021秒!
[browser_init.py]: [INFO] [2021-06-05 17:47:26] line:108-->>在<('xpath', '/html/body/div[4]/div/div/div/div[2]/div/div/div[1]/form/div[2]/div/input')>输入<123456>
[browser_init.py]: [INFO] [2021-06-05 17:47:26] line:86-->>开始等待页面元素<('xpath', '/html/body/div[4]/div/div/div/div[2]/div/div/div[1]/form/div[2]/div/input')>是否可见！
[browser_init.py]: [INFO] [2021-06-05 17:47:26] line:97-->>页面元素<('xpath', '/html/body/div[4]/div/div/div/div[2]/div/div/div[1]/form/div[2]/div/input')>可见，等待时间：0.013秒!
[browser_init.py]: [INFO] [2021-06-05 17:47:26] line:140-->>点击<('xpath', '/html/body/div[4]/div/div/div/div[2]/div/div/div[1]/form/div[2]/div/input')>提交
[browser_init.py]: [INFO] [2021-06-05 17:47:26] line:86-->>开始等待页面元素<('xpath', '/html/body/div[2]/div/ul[1]/div/div/em[2]')>是否可见！
[browser_init.py]: [ERROR] [2021-06-05 17:47:37] line:92-->>等待页面元素<('xpath', '/html/body/div[2]/div/ul[1]/div/div/em[2]')>10秒失败！
[browser_init.py]: [INFO] [2021-06-05 17:47:38] line:258-->>截屏成功,图片路径为E:\My_code\AutoTest\imgs\2021-06-05-17-47-37.png
[browser_init.py]: [INFO] [2021-06-05 17:47:41] line:86-->>开始等待页面元素<('xpath', '/html/body/div[6]/div/div[1]/div[2]/a[2]')>是否可见！
[browser_init.py]: [INFO] [2021-06-05 17:47:41] line:97-->>页面元素<('xpath', '/html/body/div[6]/div/div[1]/div[2]/a[2]')>可见，等待时间：0.022秒!
[browser_init.py]: [INFO] [2021-06-05 17:47:41] line:124-->>点击<('xpath', '/html/body/div[6]/div/div[1]/div[2]/a[2]')>
[browser_init.py]: [INFO] [2021-06-05 17:47:41] line:86-->>开始等待页面元素<('xpath', '/html/body/div[4]/div/div/div/div[2]/div/div/div[1]/form/div[1]/input')>是否可见！
[browser_init.py]: [INFO] [2021-06-05 17:47:41] line:97-->>页面元素<('xpath', '/html/body/div[4]/div/div/div/div[2]/div/div/div[1]/form/div[1]/input')>可见，等待时间：0.03秒!
[browser_init.py]: [INFO] [2021-06-05 17:47:41] line:108-->>在<('xpath', '/html/body/div[4]/div/div/div/div[2]/div/div/div[1]/form/div[1]/input')>输入<mik_73>
[browser_init.py]: [INFO] [2021-06-05 17:47:42] line:86-->>开始等待页面元素<('xpath', '/html/body/div[4]/div/div/div/div[2]/div/div/div[1]/form/div[2]/div/input')>是否可见！
[browser_init.py]: [INFO] [2021-06-05 17:47:42] line:97-->>页面元素<('xpath', '/html/body/div[4]/div/div/div/div[2]/div/div/div[1]/form/div[2]/div/input')>可见，等待时间：0.018秒!
