"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon May 03 18:37:00 CST 2021","Mon May 03 18:37:02 CST 2021","1756","WebUiTestCases","zc_test","TestYuce","","","testcase1",""
